종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"267980","매일유업","KOSDAQ GLOBAL","우량기업부","41800","-650","-1.53","42450","42450","41800","11456","481384400","327864068400","7843638"
"005990","매일홀딩스","KOSDAQ","우량기업부","8170","30","0.37","8240","8240","8090","7755","62987120","112078543680","13718304"
"093520","매커스","KOSDAQ","우량기업부","10500","-380","-3.49","10790","10940","10160","492908","5179088970","169712466000","16163092"
"377030","맥스트","KOSDAQ","기술성장기업부","6600","110","1.69","6530","6690","6450","116308","764452580","129167821200","19570882"
"088980","맥쿼리인프라","KOSPI",,"12600","-20","-0.16","12620","12660","12590","644236","8128986730","5490845073000","435781355"
"094800","맵스리얼티1","KOSPI",,"4185","20","0.48","4135","4195","4125","94746","394674495","388511675235","92834331"
"100590","머큐리","KOSDAQ","우량기업부","5310","140","2.71","5170","5400","5170","117640","622295700","84057422130","15830023"
"067280","멀티캠퍼스","KOSDAQ","우량기업부","33900","550","1.65","33500","33950","33400","7884","265965750","200917808100","5926779"
"072870","메가스터디","KOSDAQ","중견기업부","11400","0","0.00","11400","11420","11370","10847","123549130","135898932600","11920959"
"215200","메가스터디교육","KOSDAQ GLOBAL","우량기업부","64000","-700","-1.08","64100","65000","63000","34326","2195076300","748446336000","11694474"
"133750","메가엠디","KOSDAQ","중견기업부","2575","-75","-2.83","2635","2660","2545","272488","702148740","60273223275","23407077"
"446540","메가터치","KOSDAQ","중견기업부","5360","-90","-1.65","5450","5600","5300","720512","3920100970","111332560000","20771000"
"235980","메드팩토","KOSDAQ","기술성장기업부","6980","150","2.20","6830","7350","6790","439278","3118854650","147143251100","21080695"
"200580","메디쎄이","KONEX","일반기업부","10720","240","2.29","10300","10720","10300","2323","23963900","39943566880","3726079"
"041920","메디아나","KOSDAQ","우량기업부","7080","100","1.43","6930","7090","6810","432659","3021730440","113280000000","16000000"
"233250","메디안디노스틱","KONEX","일반기업부","14510","-1970","-11.95","15000","16380","14500","7","109120","25342208340","1746534"
"014100","메디앙스","KOSDAQ","투자주의환기종목(소속부없음)","3085","-75","-2.37","3175","3480","3060","86880","281503200","36403000000","11800000"
"236340","메디젠휴먼케어","KONEX","일반기업부","4700","100","2.17","4600","4700","4300","750","3413195","14168840900","3014647"
"054180","메디콕스","KOSDAQ","중견기업부","1020","-30","-2.86","1052","1062","1012","724224","744630739","33038895480","32391074"
"086900","메디톡스","KOSDAQ","우량기업부","224000","-1500","-0.67","227500","230500","222500","66104","14915243500","1634856832000","7298468"
"078160","메디포스트","KOSDAQ","벤처기업부","7560","-40","-0.53","7600","7670","7510","148157","1120658280","258686454600","34217785"
"065650","메디프론","KOSDAQ","중견기업부","1005","3","0.30","1007","1007","1000","138481","138784338","52001671785","51742957"
"138040","메리츠금융지주","KOSPI",,"57200","-400","-0.69","57600","58200","56900","458417","26347741400","11632884920800","203372114"
"408920","메쎄이상","KOSDAQ","중견기업부","2425","0","0.00","2410","2440","2400","49404","119550570","104838703375","43232455"
"021880","메이슨캐피탈","KOSDAQ","중견기업부","336","23","7.35","310","385","310","16772626","5910789649","51133961088","152184408"
"140410","메지온","KOSDAQ","중견기업부","35550","0","0.00","35250","35900","34950","112011","3980606500","1051831678950","29587389"
"241770","메카로","KOSDAQ","우량기업부","8790","90","1.03","8750","8910","8630","10385","90886450","89593305600","10192640"
"090370","메타랩스","KOSPI",,"2360","20","0.85","2340","2370","2315","46881","110044075","58775066040","24904689"
"059210","메타바이오메드","KOSDAQ","벤처기업부","4120","-35","-0.84","4180","4180","4090","181523","748556705","98312886120","23862351"
"058110","멕아이씨에스","KOSDAQ","기술성장기업부","4960","495","11.09","4500","4960","4415","2818312","13301567425","79610628800","16050530"
"017180","명문제약","KOSPI",,"2290","-35","-1.51","2325","2360","2285","101278","232738040","77753409660","33953454"
"009900","명신산업","KOSPI",,"18560","40","0.22","18730","19090","18520","265344","4996051220","973845668480","52470133"
"012690","모나리자","KOSPI",,"2650","-5","-0.19","2650","2685","2630","40435","107201580","96913825750","36571255"
"005360","모나미","KOSPI",,"3105","100","3.33","3005","3375","2985","4577261","14705671875","58676138235","18897307"
"434480","모니터랩","KOSDAQ","기술성장기업부","6150","30","0.49","6120","6190","6080","94035","576374230","74416537500","12100250"
"080420","모다이노칩","KOSDAQ","우량기업부","2475","-5","-0.20","2480","2490","2470","11415","28323190","197311014450","79721622"
"417970","모델솔루션","KOSDAQ","중견기업부","14600","150","1.04","14550","14840","14310","14972","219432190","93391820000","6396700"
"080160","모두투어","KOSDAQ","중견기업부","15650","-160","-1.01","15770","15810","15630","36274","569220370","295785000000","18900000"
"204210","모두투어리츠","KOSPI",,"12180","-600","-4.69","12830","12830","11600","89550","1078646180","95330606700","7826815"
"087260","모바일어플라이언스","KOSDAQ","벤처기업부","2805","35","1.26","2765","2830","2765","140480","394017545","91310775105","32552861"
"101330","모베이스","KOSDAQ","중견기업부","3560","250","7.55","3320","3560","3285","696718","2425923615","82403423240","23147029"
"012860","모베이스전자","KOSDAQ","중견기업부","2085","50","2.46","2030","2115","2030","845883","1762908405","152691757845","73233457"
"363260","모비데이즈","KOSDAQ","벤처기업부","510","5","0.99","500","540","496","937749","485101979","82017611970","160818847"
"348030","모비릭스","KOSDAQ","우량기업부","8440","20","0.24","8420","8540","8380","5700","48132810","81056072000","9603800"
"250060","모비스","KOSDAQ","기술성장기업부","4115","60","1.48","4045","4730","4015","7652726","33466106205","132384957110","32171314"
"288980","모아데이타","KOSDAQ","기술성장기업부","2340","10","0.43","2330","2400","2330","456206","1077933250","78815440080","33681812"
"033200","모아텍","KOSDAQ","중견기업부","3970","25","0.63","3895","3975","3895","4528","17838910","56894804450","14331185"
"333050","모코엠시스","KOSDAQ","벤처기업부","1399","8","0.58","1391","1404","1382","24201","33525777","32948596066","23551534"
"009680","모토닉","KOSPI",,"8480","0","0.00","8470","8540","8440","10846","91927230","279840000000","33000000"
"118990","모트렉스","KOSDAQ","우량기업부","15510","-210","-1.34","15800","16070","15460","304978","4812752470","385609464900","24861990"
"006920","모헨즈","KOSDAQ","중견기업부","3990","-120","-2.92","4100","4100","3985","87417","352625600","43570800000","10920000"
"009580","무림P&P","KOSPI",,"3095","-30","-0.96","3120","3155","3095","147920","460244935","193029962780","62368324"
"001810","무림SP","KOSDAQ","중견기업부","1900","15","0.80","1885","1905","1880","8970","16981425","42061250000","22137500"
"009200","무림페이퍼","KOSPI",,"2140","-35","-1.61","2170","2180","2135","61250","131781460","89043923400","41609310"
"322970","무진메디","KONEX","일반기업부","3105","340","12.30","3170","3170","3105","72","224050","31079752110","10009582"
"033920","무학","KOSPI",,"5520","30","0.55","5490","5540","5460","55528","305455960","157320000000","28500000"
"008420","문배철강","KOSPI",,"3155","5","0.16","3150","3180","3145","34470","108885570","64688558275","20503505"
"279600","미디어젠","KOSDAQ","기술성장기업부","13530","30","0.22","13400","13930","13400","13536","184017870","63385086930","4684781"
"095500","미래나노텍","KOSDAQ","우량기업부","17870","2190","13.97","15840","18980","15800","7023468","126618305140","554148682130","31009999"
"254490","미래반도체","KOSDAQ","중견기업부","22250","-800","-3.47","23200","23350","22200","338584","7630146800","321245500000","14438000"
"025560","미래산업","KOSPI",,"2750","90","3.38","2655","2830","2630","1551236","4290085090","83681867500","30429770"
"218150","미래생명자원","KOSDAQ","벤처기업부","4325","5","0.12","4305","4355","4305","123458","534781650","88298343650","20415802"
"007120","미래아이앤지","KOSPI",,"1240","47","3.94","1194","1244","1188","130433","157619236","34575644160","27883584"
"396690","미래에셋글로벌리츠","KOSPI",,"2750","75","2.80","2675","2780","2675","168476","460731525","108916335000","39605940"
"442900","미래에셋드림스팩1호","KOSDAQ","SPAC(소속부없음)","9360","-10","-0.11","9390","9390","9310","12635","117854320","71884800000","7680000"
"357250","미래에셋맵스리츠","KOSPI",,"3040","0","0.00","3040","3060","3025","19891","60428540","61104000000","20100000"
"100790","미래에셋벤처투자","KOSDAQ","우량기업부","4900","-55","-1.11","4980","5000","4900","130248","643502860","265420015000","54167350"
"412930","미래에셋비전스팩1호","KOSDAQ","SPAC(소속부없음)","2135","-10","-0.47","2145","2170","2120","135932","290171775","13185760000","6176000"
"446190","미래에셋비전스팩2호","KOSDAQ","SPAC(소속부없음)","2075","-10","-0.48","2070","2080","2060","3075","6344350","10271250000","4950000"
"448830","미래에셋비전스팩3호","KOSDAQ","SPAC(소속부없음)","2040","5","0.25","2030","2040","2025","11077","22499435","10036800000","4920000"
"085620","미래에셋생명","KOSPI",,"4740","0","0.00","4655","4830","4655","237499","1122096060","839056735860","177016189"
"006800","미래에셋증권","KOSPI",,"7460","-50","-0.67","7510","7560","7460","938860","7045416640","4515660403680","605316408"
"00680K","미래에셋증권2우B","KOSPI",,"3700","10","0.27","3690","3705","3685","67236","248480635","518000000000","140000000"
"006805","미래에셋증권우","KOSPI",,"4035","45","1.13","3990","4050","3990","11418","45888885","56795651250","14075750"
"208890","미래엔에듀파트너","KONEX","일반기업부","1297","0","0.00","1297","1297","1297","8","10376","5195159440","4005520"
"049950","미래컴퍼니","KOSDAQ","우량기업부","35850","-900","-2.45","36800","36850","35600","93315","3356134150","316121141400","8817884"
"207760","미스터블루","KOSDAQ","중견기업부","1754","18","1.04","1730","1762","1725","250120","436003303","131154248488","74774372"
"002840","미원상사","KOSPI",,"169500","600","0.36","168900","169500","167400","6262","1053092000","822075000000","4850000"
"268280","미원에스씨","KOSPI",,"140800","9000","6.83","132800","140800","132300","1797","244592200","704000000000","5000000"
"107590","미원홀딩스","KOSPI",,"80000","1200","1.52","78800","80000","78800","1059","83619400","185600000000","2320000"
"134380","미원화학","KOSPI",,"70600","900","1.29","69700","71000","69600","60","4206700","155268320800","2199268"
"351020","미쥬","KONEX","일반기업부","5900","0","0.00","5900","5900","5900","2","11800","12242500000","2075000"
"003650","미창석유","KOSPI",,"72000","-200","-0.28","71800","73200","71700","3841","276749600","125256384000","1739672"
"059090","미코","KOSDAQ","투자주의환기종목(소속부없음)","8800","-230","-2.55","9100","9180","8720","190903","1697962160","294067646400","33416778"
"214610","미코바이오메드","KOSDAQ","기술성장기업부","1900","30","1.60","1870","1906","1858","896201","1681022872","82780995500","43568945"
"201490","미투온","KOSDAQ","중견기업부","3135","-10","-0.32","3180","3215","3100","276967","871380200","97993108950","31257770"
"418470","밀리의서재","KOSDAQ","벤처기업부","17320","-160","-0.92","17480","17790","17180","73769","1281516980","145285165480","8388289"
"206640","바디텍메드","KOSDAQ","우량기업부","19000","-140","-0.73","19290","19540","18990","150059","2886807940","446244640000","23486560"
"018700","바른손","KOSDAQ","중견기업부","1864","12","0.65","1834","1924","1830","314457","580113325","65463227048","35119757"
"035620","바른손이앤에이","KOSDAQ","중견기업부","729","24","3.40","715","760","670","2795262","1991374874","54266523075","74439675"
"354390","바스칸바이오제약","KONEX","일반기업부","6490","380","6.22","6110","6590","6000","1450","8741860","45548423030","7018247"
"053030","바이넥스","KOSDAQ","우량기업부","8030","-80","-0.99","8090","8200","8030","134498","1087699890","255041215440","31761048"
"301300","바이브컴퍼니","KOSDAQ","기술성장기업부","6700","-210","-3.04","6910","7700","6700","116278","807766050","82579469800","12325294"
"377740","바이오노트","KOSPI",,"4215","20","0.48","4195","4265","4145","71109","299074515","430166242320","102056048"
"064550","바이오니아","KOSDAQ","우량기업부","30100","-350","-1.15","30500","30600","29950","116559","3516152500","776889759100","25810291"
"314930","바이오다인","KOSDAQ","기술성장기업부","47900","-1300","-2.64","49200","49650","47600","40394","1947584000","296151090500","6182695"
"208710","바이오로그디바이스","KOSDAQ","벤처기업부","809","0","0.00","808","814","803","65242","52736111","50643670206","62600334"
"086820","바이오솔루션","KOSDAQ","기술성장기업부","16650","200","1.22","16350","17000","16350","41889","697666830","135588042900","8143426"
"038460","바이오스마트","KOSDAQ","벤처기업부","3400","0","0.00","3400","3400","3360","42235","142776785","71519442000","21035130"
"251120","바이오에프디엔씨","KOSDAQ","기술성장기업부","14020","-270","-1.89","14250","14380","13910","28326","400100100","121913714000","8695700"
"199730","바이오인프라","KOSDAQ","벤처기업부","11350","280","2.53","11070","11550","11070","13726","155591700","54444440450","4796867"
"266470","바이오인프라생명과학","KONEX","일반기업부","348","-59","-14.50","467","467","347","20979","7623664","4909182756","14106847"
"289170","바이오텐","KONEX","일반기업부","3300","-65","-1.93","3100","3440","3100","1091","3538335","11587979700","3511509"
"086040","바이오톡스텍","KOSDAQ","벤처기업부","5990","-10","-0.17","6020","6100","5950","25802","154983080","95589899530","15958247"
"199290","바이오프로테크","KONEX","일반기업부","1179","-11","-0.92","1151","1180","1150","9596","11068953","19247401368","16325192"
"099430","바이오플러스","KOSDAQ","벤처기업부","6600","50","0.76","6550","6600","6500","209195","1369537550","382343702400","57930864"
"032980","바이온","KOSDAQ","중견기업부","1118","-1","-0.09","1118","1130","1093","192622","212398587","42476536232","37993324"
"222160","바이옵트로","KOSDAQ","기술성장기업부","8190","320","4.07","8000","8430","7870","459829","3762038110","67529547540","8245366"
"308080","바이젠셀","KOSDAQ","기술성장기업부","5140","10","0.19","5140","5230","5080","35537","183725580","98511903600","19165740"
"043150","바텍","KOSDAQ","우량기업부","32500","-350","-1.07","32950","33000","32150","42928","1394369900","482763320000","14854256"
"323990","박셀바이오","KOSDAQ","기술성장기업부","18730","330","1.79","18350","18810","18290","286552","5308645580","430662636000","22993200"
"003610","방림","KOSPI",,"1976","4","0.20","1960","1982","1957","44981","88389214","83612641840","42314090"
"267790","배럴","KOSDAQ","중견기업부","7400","20","0.27","7380","7680","7320","15268","114387720","58374900000","7888500"
"001340","백광산업","KOSPI",,"7790","0","0.00","0","0","0","0","0","349914390530","44918407"
"046310","백금T&A","KOSDAQ","중견기업부","3100","10","0.32","3085","3115","3080","62593","193642665","50897787100","16418641"
"035150","백산","KOSPI",,"10690","-150","-1.38","10790","11000","10550","263352","2831380310","240525000000","22500000"
"331520","밸로프","KOSDAQ","중견기업부","1004","5","0.50","1006","1025","990","287356","290451314","51067847560","50864390"
"438700","버넥트","KOSDAQ","기술성장기업부","8100","550","7.28","7560","9290","7560","2777313","23704769350","89063064000","10995440"
"066410","버킷스튜디오","KOSDAQ","관리종목(소속부없음)","1153","0","0.00","0","0","0","0","0","96978744678","84109926"
"002410","범양건영","KOSPI",,"2360","35","1.51","2305","2385","2305","252749","592447010","58603477520","24831982"
"382900","범한퓨얼셀","KOSDAQ","벤처기업부","18600","300","1.64","18240","18750","18190","69309","1282943570","162954600000","8761000"
"206400","베노티앤알","KOSDAQ","중견기업부","3300","-30","-0.90","3325","3375","3250","97380","323288640","99327650400","30099288"
"019010","베뉴지","KOSDAQ","중견기업부","2020","-35","-1.70","2075","2075","2010","37166","75207945","97364000000","48200000"
"322190","베른","KONEX","일반기업부","110","12","12.24","110","110","110","373","41030","981771670","8925197"
"177350","베셀","KOSDAQ","벤처기업부","1257","290","29.99","1257","1257","1257","591166","743095662","16807245183","13370919"
"299910","베스파","KOSDAQ","투자주의환기종목(소속부없음)","3165","0","0.00","0","0","0","0","0","25974889140","8206916"
"424760","벨로크","KOSDAQ","벤처기업부","1509","9","0.60","1500","1515","1468","10292","15384013","29304783018","19420002"
"007210","벽산","KOSPI",,"2725","75","2.83","2640","2735","2640","402599","1089805710","186826000000","68560000"
"225530","보광산업","KOSDAQ","우량기업부","5420","50","0.93","5350","5450","5350","40913","221347900","196955900340","36338727"
"250000","보라티알","KOSDAQ","우량기업부","10500","60","0.57","10430","10740","10380","17013","179716340","70882696500","6750733"
"002760","보락","KOSPI",,"1238","-2","-0.16","1231","1246","1231","39167","48498102","74156200000","59900000"
"003850","보령","KOSPI",,"10970","-220","-1.97","11320","11430","10600","989457","11008157490","753529300000","68690000"
"310210","보로노이","KOSDAQ","기술성장기업부","40750","-250","-0.61","41500","42300","39900","170668","7017957000","698952272250","17152203"
"006910","보성파워텍","KOSDAQ","중견기업부","3130","80","2.62","3050","3160","3050","334655","1037667920","153776349120","49129824"
"000890","보해양조","KOSPI",,"571","5","0.88","561","576","561","353320","201009982","79437593659","139120129"
"226340","본느","KOSDAQ","중견기업부","2415","-15","-0.62","2445","2450","2355","370634","888635880","85034120640","35210816"
"206950","볼빅","KONEX","일반기업부","2135","0","0.00","0","0","0","0","0","30054960775","14077265"
"003000","부광약품","KOSPI",,"6050","20","0.33","6050","6070","6000","207090","1248510490","429931446450","71063049"
"001270","부국증권","KOSPI",,"21650","-100","-0.46","21750","21850","21600","766","16624750","224508031900","10369886"
"001275","부국증권우","KOSPI",,"19600","-40","-0.20","19630","19630","19580","1261","24714830","58800000000","3000000"
"026940","부국철강","KOSPI",,"4655","-395","-7.82","4870","4940","4575","3086244","14521773095","93100000000","20000000"
"014470","부방","KOSDAQ","중견기업부","3360","15","0.45","3330","3395","3300","930620","3123961125","201775593600","60052260"
"011390","부산산업","KOSPI",,"62900","100","0.16","62300","63400","62200","1157","72421200","66422400000","1056000"
"005030","부산주공","KOSPI",,"486","0","0.00","0","0","0","0","0","38288532168","78782988"
"008470","부스타","KOSDAQ","벤처기업부","4850","50","1.04","4800","4850","4780","6225","29878875","40763280000","8404800"
"338220","뷰노","KOSDAQ","기술성장기업부","40000","-400","-0.99","41050","41300","39700","271554","10888114550","486740760000","12168519"
"100120","뷰웍스","KOSDAQ","우량기업부","26650","-300","-1.11","27000","27250","26100","34322","916221550","266549702250","10001865"
"406820","뷰티스킨","KOSDAQ","중견기업부","16200","130","0.81","16080","16350","16030","8131","131512470","57251448000","3534040"
"337930","브랜드엑스코퍼레이션","KOSDAQ","우량기업부","4655","315","7.26","4340","4775","4335","974145","4526054580","136235971795","29266589"
"099390","브레인즈컴퍼니","KOSDAQ","벤처기업부","7320","40","0.55","7240","7390","7240","19523","142723370","60084631560","8208283"
"064480","브리지텍","KOSDAQ","벤처기업부","6810","-30","-0.44","6850","6930","6750","51618","352893080","81396525000","11952500"
"288330","브릿지바이오테라퓨틱스","KOSDAQ","기술성장기업부","2800","30","1.08","2745","2850","2740","85883","239479570","61965131200","22130404"
"365900","브이씨","KOSDAQ","벤처기업부","4125","-20","-0.48","4170","4170","4050","12198","49882695","30154987500","7310300"
"251630","브이원텍","KOSDAQ","벤처기업부","11300","-90","-0.79","11380","11500","11200","146585","1655976910","180154611800","15942886"
"018290","브이티","KOSDAQ","우량기업부","15780","0","0.00","15780","15840","15540","457231","7177577980","564892550460","35798007"
"044480","블레이드 Ent","KOSDAQ","중견기업부","1150","26","2.31","1136","1155","1122","61735","70331916","39205733300","34091942"
"439580","블루엠텍","KOSDAQ","기술성장기업부","30000","-5700","-15.97","33500","34750","27550","6190227","192460377000","319505670000","10650189"
"033560","블루콤","KOSDAQ","중견기업부","3130","35","1.13","3080","3130","3050","27602","84739115","53523000000","17100000"
"191600","블루탑","KONEX","일반기업부","11780","0","0.00","0","0","0","0","0","33573000000","2850000"
"369370","블리츠웨이","KOSDAQ","벤처기업부","2305","-30","-1.28","2295","2325","2265","54028","123724840","97946231310","42492942"
"126340","비나텍","KOSDAQ","우량기업부","46150","-300","-0.65","46450","46750","45150","31404","1435339000","267826771550","5803397"
"121800","비덴트","KOSDAQ","관리종목(소속부없음)","3320","0","0.00","0","0","0","0","0","256309348520","77201611"
"148140","비디아이","KOSDAQ","관리종목(소속부없음)","6140","0","0.00","0","0","0","0","0","120570191460","19636839"
"082800","비보존 제약","KOSDAQ","투자주의환기종목(소속부없음)","3020","30","1.00","2995","3065","2995","31408","94913400","145599379300","48211715"
"318410","비비씨","KOSDAQ","중견기업부","9280","-50","-0.54","9320","9330","9090","20301","185666400","51552655040","5555243"
"002070","비비안","KOSPI",,"1275","4","0.31","1271","1282","1260","55862","71038662","37987337250","29793990"
"100220","비상교육","KOSPI",,"5400","-80","-1.46","5480","5490","5330","61489","331118130","70182401400","12996741"
"419540","비스토스","KOSDAQ","벤처기업부","2220","-70","-3.06","2290","2290","2205","246469","551479010","51043374420","22992511"
"146320","비씨엔씨","KOSDAQ","벤처기업부","20800","-300","-1.42","21100","21400","20500","94380","1958458800","265414302400","12760303"
"200780","비씨월드제약","KOSDAQ","투자주의환기종목(소속부없음)","6320","30","0.48","6290","6330","6200","9216","57704600","56199866880","8892384"
"413640","비아이매트릭스","KOSDAQ","벤처기업부","9210","-220","-2.33","9440","9780","9210","139656","1316628190","66375917400","7206940"
"141000","비아트론","KOSDAQ","우량기업부","8640","100","1.17","8610","8760","8570","25178","217927020","104671094400","12114710"
"090460","비에이치","KOSPI",,"21850","-350","-1.58","22250","22250","21700","522644","11687930150","753046681150","34464379"
"083650","비에이치아이","KOSDAQ","중견기업부","7440","-10","-0.13","7460","7500","7300","168889","1251111410","230226150000","30944375"
"445360","비엔케이제1호스팩","KOSDAQ","SPAC(소속부없음)","2060","-5","-0.24","2065","2065","2055","8219","16910360","8878600000","4310000"
"142760","비엘","KOSDAQ","기술성장기업부","2035","-60","-2.86","2095","2145","2000","300170","623903440","65679708435","32275041"
"065170","비엘팜텍","KOSDAQ","중견기업부","522","-2","-0.38","524","529","518","392873","204762262","46442631798","88970559"
"086220","비엘헬스케어","KONEX","일반기업부","2480","-15","-0.60","2490","2490","2430","2476","6035290","26223185200","10573865"
"086670","비엠티","KOSDAQ","우량기업부","13390","90","0.68","13300","13420","13210","28116","374661180","122186079860","9125174"
"335890","비올","KOSDAQ","벤처기업부","8130","-600","-6.87","8840","8860","8000","2718913","22407523760","474248525760","58333152"
"230980","비유테크놀러지","KOSDAQ","벤처기업부","340","7","2.10","331","343","329","1087259","366429470","28372346520","83448078"
"138580","비즈니스온","KOSDAQ","벤처기업부","12910","470","3.78","12400","12920","11990","136712","1725030790","291200064330","22556163"
"082920","비츠로셀","KOSDAQ","우량기업부","16340","-150","-0.91","16400","16630","16150","153103","2505368410","369375504000","22605600"
"054220","비츠로시스","KOSDAQ","벤처기업부","572","-3","-0.52","570","579","565","262041","149784678","28119862628","49160599"
"042370","비츠로테크","KOSDAQ","우량기업부","7510","20","0.27","7460","7710","7460","469326","3561108560","196762187750","26200025"
"030790","비케이탑스","KOSPI",,"904","0","0.00","0","0","0","0","0","19208323080","21248145"
"050090","비케이홀딩스","KOSDAQ","중견기업부","1093","23","2.15","1070","1100","1064","53886","57757589","21624715355","19784735"
"307870","비투엔","KOSDAQ","벤처기업부","1980","3","0.15","2030","2035","1965","138035","273103668","66699270000","33686500"
"357880","비트나인","KOSDAQ","기술성장기업부","5790","-60","-1.03","5750","5880","5740","42286","245185100","60470505240","10443956"
"032850","비트컴퓨터","KOSDAQ","벤처기업부","6000","-380","-5.96","6410","6420","6000","532173","3260996410","99739758000","16623293"
"148780","비플라이소프트","KOSDAQ","기술성장기업부","1181","-16","-1.34","1202","1227","1180","348772","418391070","37137401225","31445725"
"238200","비피도","KOSDAQ","기술성장기업부","5360","120","2.29","5240","5360","5200","14464","76475180","43844800000","8180000"
"093190","빅솔론","KOSDAQ","우량기업부","5610","60","1.08","5550","5620","5550","5894","32970040","107930257050","19238905"
"065450","빅텍","KOSDAQ","벤처기업부","4055","45","1.12","4010","4065","4010","423410","1711979300","116187104000","28652800"
"210120","빅텐츠","KOSDAQ","중견기업부","12550","200","1.62","12580","12580","12290","18632","231377390","39464855500","3144610"
"005180","빙그레","KOSPI",,"52500","-200","-0.38","53200","53200","52100","34702","1817418600","517190152500","9851241"
"072950","빛샘전자","KOSDAQ","벤처기업부","4695","-5","-0.11","4735","4750","4670","13517","63561165","37807003950","8052610"
"266170","뿌리깊은나무들","KONEX","일반기업부","621","-99","-13.75","755","755","621","103","64210","3616105356","5823036"
"143240","사람인","KOSDAQ","우량기업부","18060","660","3.79","17400","18170","17320","186374","3349169490","210837189780","11674263"
"003960","사조대림","KOSPI",,"32600","-1000","-2.98","33750","33750","32400","35951","1175360950","298761624200","9164467"
"008040","사조동아원","KOSPI",,"970","3","0.31","976","976","966","134371","130182860","136910262000","141144600"
"007160","사조산업","KOSPI",,"42700","100","0.23","42450","42850","42450","2206","94020600","213500000000","5000000"
"014710","사조씨푸드","KOSPI",,"3720","10","0.27","3740","3745","3700","14265","53089935","64052979960","17218543"
"006090","사조오양","KOSPI",,"8680","0","0.00","8700","8720","8630","5486","47614930","81789374520","9422739"
"419120","산돌","KOSDAQ","중견기업부","7810","30","0.39","7780","7860","7720","7266","56764890","60541761060","7751826"
"122350","삼기","KOSDAQ","중견기업부","2160","35","1.65","2125","2195","2125","110973","239868770","82813164480","38339428"
"419050","삼기이브이","KOSDAQ","중견기업부","2900","60","2.11","2845","2975","2845","1577675","4606812875","165869096000","57196240"
"014970","삼륭물산","KOSDAQ","중견기업부","3740","20","0.54","3715","3740","3685","2028","7519855","56567500000","15125000"
"018310","삼목에스폼","KOSDAQ","우량기업부","16530","210","1.29","16300","16550","16300","11703","192779800","242991000000","14700000"
"012210","삼미금속","KONEX","일반기업부","890","-140","-13.59","900","1000","880","13010","12904060","31683897650","35599885"
"053700","삼보모터스","KOSDAQ","우량기업부","5680","180","3.27","5620","5770","5610","370226","2112766140","129175673280","22742196"
"009620","삼보산업","KOSDAQ","중견기업부","1298","-13","-0.99","1281","1318","1277","1105447","1431089711","63416012176","48856712"
"023600","삼보판지","KOSDAQ","우량기업부","9340","-20","-0.21","9340","9380","9290","17352","162415940","151027800000","16170000"
"001470","삼부토건","KOSPI",,"2485","-25","-1.00","2510","2540","2475","2598504","6495739240","507584246190","204259254"
"448730","삼성FN리츠","KOSPI",,"5050","-10","-0.20","5050","5070","5000","67807","341051480","390365000000","77300000"
"006400","삼성SDI","KOSPI",,"452500","4000","0.89","459500","467000","449000","478586","218236785000","31115949825000","68764530"
"006405","삼성SDI우","KOSPI",,"242000","-2000","-0.82","250000","251500","242000","7362","1798392500","391530832000","1617896"
"006660","삼성공조","KOSPI",,"8780","-20","-0.23","8800","8840","8690","19150","167642510","71349036920","8126314"
"380320","삼성머스트스팩5호","KOSDAQ","관리종목(소속부없음)","2030","-5","-0.25","2035","2035","2025","57283","116209845","9764300000","4810000"
"028260","삼성물산","KOSPI",,"129300","-4700","-3.51","132700","132800","127700","558622","72213660500","23997002931000","185591670"
"02826K","삼성물산우B","KOSPI",,"101500","300","0.30","102000","102000","99100","7832","784551100","165183637500","1627425"
"207940","삼성바이오로직스","KOSPI",,"703000","5000","0.72","702000","705000","700000","59749","41991591000","50035322000000","71174000"
"032830","삼성생명","KOSPI",,"70900","600","0.85","70300","70900","70100","279297","19749400300","14180000000000","200000000"
"377630","삼성스팩4호","KOSDAQ","관리종목(소속부없음)","2020","-10","-0.49","2030","2030","2020","681138","1381399265","8120400000","4020000"
"425290","삼성스팩6호","KOSDAQ","SPAC(소속부없음)","2270","-15","-0.66","2285","2285","2255","43275","97944290","12530400000","5520000"
"439250","삼성스팩7호","KOSDAQ","SPAC(소속부없음)","9680","-20","-0.21","9660","9690","9660","5998","58053320","33899360000","3502000"
"448740","삼성스팩8호","KOSDAQ","SPAC(소속부없음)","9480","-20","-0.21","9510","9520","9470","5230","49617390","44214720000","4664000"
"468510","삼성스팩9호","KOSDAQ","SPAC(소속부없음)","1909","-16","-0.83","1927","1927","1909","230179","440278202","21094450000","11050000"
"018260","삼성에스디에스","KOSPI",,"164800","-5700","-3.34","170500","170800","164500","245012","40582604700","12751861440000","77377800"
"028050","삼성엔지니어링","KOSPI",,"26700","950","3.69","25950","27000","25750","1295240","34370624950","5233200000000","196000000"
"009150","삼성전기","KOSPI",,"153400","-600","-0.39","155000","155400","152000","253291","38905291100","11458012966400","74693696"
"009155","삼성전기우","KOSPI",,"71400","-300","-0.42","72200","72800","71300","6047","434760600","207558657600","2906984"
"005930","삼성전자","KOSPI",,"73300","200","0.27","73800","74000","73200","15419815","1134484297093","437585060915000","5969782550"
